"search-number","evaluation","evals-requested-so-far","ticks_contagious*","death_age*","vaccine_morbidity*","infection_morbidity*","behavior_sensitivity*","initial_population*","initial_will_vaccinate*","initial_infected*","sample_rate*","steps_per_time*","infection_chance_per_contact*","ticks_per_year*","initial_vaccinated*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","1","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""148363165""","1255","1255","1255","0","1255"
"1","2","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""1826296568""","1244","1244","1244","0","1244"
"1","3","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""-1278877872""","1254","1254","1254","0","1254"
"1","4","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""1315926442""","1248","1248","1248","0","1248"
"1","5","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""-203048553""","1250","1250","1250","0","1250"
"1","6","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""352736298""","1253","1253","1253","0","1253"
"1","7","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""414126475""","1253","1253","1253","0","1253"
"1","8","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""-2042238533""","1209","1209","1209","0","1209"
"1","9","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""-475684769""","1250","1250","1250","0","1250"
"1","10","500","14","64","0.97","0.06","0.9","2500","50","1","1","11","0.1","365","3","""-516061301""","1244","1244","1244","0","1244"
"1","11","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""1155808143""","1249","1249","1249","0","1249"
"1","12","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""1006345853""","1250","1250","1250","0","1250"
"1","13","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""1261485062""","1249","1249","1249","0","1249"
"1","14","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""1156148247""","1247","1247","1247","0","1247"
"1","15","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""892868619""","1250","1250","1250","0","1250"
"1","16","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""295639021""","1256","1256","1256","0","1256"
"1","17","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""-1251181375""","1248","1248","1248","0","1248"
"1","18","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""1581205439""","1248","1248","1248","0","1248"
"1","19","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""692727143""","1247","1247","1247","0","1247"
"1","20","500","14","64","0.6","0.12","0.75","2500","50","1","1","11","0.1","365","1","""-1433162086""","1255","1255","1255","0","1255"
"1","21","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""-215634981""","1258","1258","1258","0","1258"
"1","22","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""1325615133""","1247","1247","1247","0","1247"
"1","23","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""1856079578""","1248","1248","1248","0","1248"
"1","24","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""525026568""","1251","1251","1251","0","1251"
"1","25","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""1940752286""","1247","1247","1247","0","1247"
"1","26","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""-580605806""","1246","1246","1246","0","1246"
"1","27","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""511090667""","1257","1257","1257","0","1257"
"1","28","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""-1404039629""","1252","1252","1252","0","1252"
"1","29","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""-2143606819""","1250","1250","1250","0","1250"
"1","30","500","14","64","0.51","0.52","0.92","2500","50","1","1","11","0.1","365","0","""1604580434""","1252","1252","1252","0","1252"
"1","31","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""-1573141858""","1252","1252","1252","0","1252"
"1","32","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""1006643283""","1248","1248","1248","0","1248"
"1","33","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""-334306765""","1246","1246","1246","0","1246"
"1","34","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""-385082352""","1253","1253","1253","0","1253"
"1","35","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""733715347""","1249","1249","1249","0","1249"
"1","36","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""954976379""","1255","1255","1255","0","1255"
"1","37","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""977480226""","1249","1249","1249","0","1249"
"1","38","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""-554863545""","1255","1255","1255","0","1255"
"1","39","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""459894140""","1247","1247","1247","0","1247"
"1","40","500","14","64","0.37","0.3","0.11","2500","50","1","1","11","0.1","365","4","""-464266167""","1246","1246","1246","0","1246"
"1","41","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""-816277545""","1251","1251","1251","0","1251"
"1","42","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""993858721""","1254","1254","1254","0","1254"
"1","43","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""1279207259""","1253","1253","1253","0","1253"
"1","44","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""1221912077""","1254","1254","1254","0","1254"
"1","45","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""1422224907""","1249","1249","1249","0","1249"
"1","46","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""-1554915600""","1247","1247","1247","0","1247"
"1","47","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""-737806320""","1254","1254","1254","0","1254"
"1","48","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""332102426""","1255","1255","1255","0","1255"
"1","49","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""611796162""","1253","1253","1253","0","1253"
"1","50","500","14","64","0.76","0","0.79","2500","50","1","1","11","0.1","365","1","""-2095067445""","1252","1252","1252","0","1252"
"1","51","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""1510335872""","1253","1253","1253","0","1253"
"1","52","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""-992269972""","1247","1247","1247","0","1247"
"1","53","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""1203246915""","1251","1251","1251","0","1251"
"1","54","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""1182407794""","1251","1251","1251","0","1251"
"1","55","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""1418610538""","1248","1248","1248","0","1248"
"1","56","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""1382116323""","1251","1251","1251","0","1251"
"1","57","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""-1129783572""","1249","1249","1249","0","1249"
"1","58","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""-1193608966""","1245","1245","1245","0","1245"
"1","59","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""2102052929""","1247","1247","1247","0","1247"
"1","60","500","14","64","0.09","0.42","0.52","2500","50","1","1","11","0.1","365","2","""-1643441981""","1257","1257","1257","0","1257"
"1","61","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-1939869172""","1251","1251","1251","0","1251"
"1","62","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-1056045777""","1249","1249","1249","0","1249"
"1","63","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-1094160128""","1249","1249","1249","0","1249"
"1","64","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""2112289329""","1251","1251","1251","0","1251"
"1","65","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""2092154755""","1247","1247","1247","0","1247"
"1","66","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-22671294""","1253","1253","1253","0","1253"
"1","67","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""270452208""","1253","1253","1253","0","1253"
"1","68","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-946171023""","1248","1248","1248","0","1248"
"1","69","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-556390103""","1250","1250","1250","0","1250"
"1","70","500","14","64","0.04","0.9400000000000001","0.8","2500","50","1","1","11","0.1","365","3","""-394438838""","1248","1248","1248","0","1248"
"1","71","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""894731757""","1248","1248","1248","0","1248"
"1","72","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""1626250962""","1251","1251","1251","0","1251"
"1","73","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-1988042093""","1251","1251","1251","0","1251"
"1","74","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""1651610167""","1251","1251","1251","0","1251"
"1","75","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-1939711649""","1251","1251","1251","0","1251"
"1","76","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-818229260""","1246","1246","1246","0","1246"
"1","77","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-476744759""","1250","1250","1250","0","1250"
"1","78","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""1421016151""","1246","1246","1246","0","1246"
"1","79","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-1493730834""","1247","1247","1247","0","1247"
"1","80","500","14","64","0.32","0.63","0.81","2500","50","1","1","11","0.1","365","1","""-2124605762""","1250","1250","1250","0","1250"
"1","81","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-1696919702""","1247","1247","1247","0","1247"
"1","82","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""211832657""","1252","1252","1252","0","1252"
"1","83","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-1302124501""","1258","1258","1258","0","1258"
"1","84","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-1598496731""","1251","1251","1251","0","1251"
"1","85","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-672130567""","1248","1248","1248","0","1248"
"1","86","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-763641483""","1250","1250","1250","0","1250"
"1","87","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-1302257566""","1245","1245","1245","0","1245"
"1","88","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""-318148845""","1248","1248","1248","0","1248"
"1","89","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""158585793""","1246","1246","1246","0","1246"
"1","90","500","14","64","0.79","0.15","0.13","2500","50","1","1","11","0.1","365","4","""1329926056""","1252","1252","1252","0","1252"
"1","91","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""1976095948""","1250","1250","1250","0","1250"
"1","92","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""-1663039054""","1252","1252","1252","0","1252"
"1","93","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""152714941""","1247","1247","1247","0","1247"
"1","94","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""413265452""","1243","1243","1243","0","1243"
"1","95","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""-1499168718""","1247","1247","1247","0","1247"
"1","96","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""1048008300""","1246","1246","1246","0","1246"
"1","97","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""637480790""","1251","1251","1251","0","1251"
"1","98","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""1674720909""","1246","1246","1246","0","1246"
"1","99","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""-396710348""","1247","1247","1247","0","1247"
"1","100","500","14","64","0.31","0.04","0.1","2500","50","1","1","11","0.1","365","4","""-1531648557""","1247","1247","1247","0","1247"
"1","101","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""1071113845""","1249","1249","1249","0","1249"
"1","102","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""-688091389""","1254","1254","1254","0","1254"
"1","103","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""1548686116""","1252","1252","1252","0","1252"
"1","104","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""1819021299""","1248","1248","1248","0","1248"
"1","105","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""-802473116""","1244","1244","1244","0","1244"
"1","106","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""992530134""","1255","1255","1255","0","1255"
"1","107","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""-1881538586""","1257","1257","1257","0","1257"
"1","108","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""1721314927""","1248","1248","1248","0","1248"
"1","109","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""-1341588275""","1252","1252","1252","0","1252"
"1","110","500","14","64","0.01","0.28","0.04","2500","50","1","1","11","0.1","365","2","""1880679843""","1250","1250","1250","0","1250"
"1","111","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""1133951072""","1247","1247","1247","0","1247"
"1","112","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""-1093415151""","1253","1253","1253","0","1253"
"1","113","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""1612730180""","1247","1247","1247","0","1247"
"1","114","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""1446935389""","1250","1250","1250","0","1250"
"1","115","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""1230716774""","1247","1247","1247","0","1247"
"1","116","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""-457191817""","1254","1254","1254","0","1254"
"1","117","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""-1744944945""","1251","1251","1251","0","1251"
"1","118","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""228979348""","1256","1256","1256","0","1256"
"1","119","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""559012297""","1244","1244","1244","0","1244"
"1","120","500","14","64","0.84","0.46","0.72","2500","50","1","1","11","0.1","365","3","""-1710623107""","1248","1248","1248","0","1248"
"1","121","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""1142296051""","1247","1247","1247","0","1247"
"1","122","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""-1222441282""","1254","1254","1254","0","1254"
"1","123","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""-2057511708""","1254","1254","1254","0","1254"
"1","124","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""2019196320""","1249","1249","1249","0","1249"
"1","125","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""550195281""","1249","1249","1249","0","1249"
"1","126","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""-1038948129""","1249","1249","1249","0","1249"
"1","127","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""1592078968""","1247","1247","1247","0","1247"
"1","128","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""-1952322808""","1252","1252","1252","0","1252"
"1","129","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""1894740246""","1252","1252","1252","0","1252"
"1","130","500","14","64","0.93","0.26","0.4","2500","50","1","1","11","0.1","365","2","""-38856622""","1247","1247","1247","0","1247"
"1","131","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""-316954391""","1246","1246","1246","0","1246"
"1","132","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""1114298021""","1250","1250","1250","0","1250"
"1","133","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""366797483""","1249","1249","1249","0","1249"
"1","134","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""-658197963""","1248","1248","1248","0","1248"
"1","135","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""-906295138""","1255","1255","1255","0","1255"
"1","136","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""407478577""","1248","1248","1248","0","1248"
"1","137","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""-307307841""","1246","1246","1246","0","1246"
"1","138","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""1429491192""","1248","1248","1248","0","1248"
"1","139","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""788274994""","1250","1250","1250","0","1250"
"1","140","500","14","64","0.3","0.49","0.2","2500","50","1","1","11","0.1","365","0","""-1204618059""","1249","1249","1249","0","1249"
"1","141","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""34635264""","1255","1255","1255","0","1255"
"1","142","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""1335718757""","1248","1248","1248","0","1248"
"1","143","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-518737667""","1251","1251","1251","0","1251"
"1","144","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-1385098327""","1250","1250","1250","0","1250"
"1","145","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""1223228118""","1253","1253","1253","0","1253"
"1","146","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-1363137885""","1256","1256","1256","0","1256"
"1","147","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-479188214""","1253","1253","1253","0","1253"
"1","148","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-834071871""","1251","1251","1251","0","1251"
"1","149","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-1769468376""","1244","1244","1244","0","1244"
"1","150","500","14","64","0.04","0.32","0.67","2500","50","1","1","11","0.1","365","3","""-159642191""","1248","1248","1248","0","1248"
"1","151","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""423213608""","1253","1253","1253","0","1253"
"1","152","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""2116585605""","1252","1252","1252","0","1252"
"1","153","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""263424806""","1252","1252","1252","0","1252"
"1","154","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""-370359431""","1244","1244","1244","0","1244"
"1","155","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""-1792309791""","1251","1251","1251","0","1251"
"1","156","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""-1536722870""","1247","1247","1247","0","1247"
"1","157","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""-2143171726""","1254","1254","1254","0","1254"
"1","158","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""2163475""","1249","1249","1249","0","1249"
"1","159","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""-1611115724""","1254","1254","1254","0","1254"
"1","160","500","14","64","0.74","0.99","0.28","2500","50","1","1","11","0.1","365","3","""441159528""","1253","1253","1253","0","1253"
"1","161","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-341107657""","1248","1248","1248","0","1248"
"1","162","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-209967409""","1244","1244","1244","0","1244"
"1","163","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-500671398""","1252","1252","1252","0","1252"
"1","164","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""1285397585""","1247","1247","1247","0","1247"
"1","165","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-141857032""","1250","1250","1250","0","1250"
"1","166","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-1349078071""","1250","1250","1250","0","1250"
"1","167","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""2066025408""","1252","1252","1252","0","1252"
"1","168","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-1685488327""","1213","1213","1213","0","1213"
"1","169","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""836912820""","1254","1254","1254","0","1254"
"1","170","500","14","64","0.9500000000000001","0.13","0.16","2500","50","1","1","11","0.1","365","3","""-1938269524""","1248","1248","1248","0","1248"
"1","171","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""1799986876""","1250","1250","1250","0","1250"
"1","172","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-704228316""","1249","1249","1249","0","1249"
"1","173","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-2083894477""","1251","1251","1251","0","1251"
"1","174","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""1664080422""","1247","1247","1247","0","1247"
"1","175","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-1840704206""","1249","1249","1249","0","1249"
"1","176","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-974125122""","1246","1246","1246","0","1246"
"1","177","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""1699063603""","1251","1251","1251","0","1251"
"1","178","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""1684920035""","1249","1249","1249","0","1249"
"1","179","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-989429659""","1241","1241","1241","0","1241"
"1","180","500","14","64","0.63","0.71","0.59","2500","50","1","1","11","0.1","365","3","""-904230326""","1250","1250","1250","0","1250"
"1","181","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""477965017""","1217","1217","1217","0","1217"
"1","182","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""1960506070""","1253","1253","1253","0","1253"
"1","183","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""1724334008""","1250","1250","1250","0","1250"
"1","184","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""777562835""","1248","1248","1248","0","1248"
"1","185","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""-1515339470""","1252","1252","1252","0","1252"
"1","186","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""-1395152674""","1251","1251","1251","0","1251"
"1","187","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""184333747""","1252","1252","1252","0","1252"
"1","188","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""513108711""","1253","1253","1253","0","1253"
"1","189","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""1037214855""","1250","1250","1250","0","1250"
"1","190","500","14","64","0.09","0.86","0.53","2500","50","1","1","11","0.1","365","2","""1943952296""","1249","1249","1249","0","1249"
"1","191","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""1148834961""","1250","1250","1250","0","1250"
"1","192","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""1426214026""","1247","1247","1247","0","1247"
"1","193","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""775289996""","1216","1216","1216","0","1216"
"1","194","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""-369618781""","1254","1254","1254","0","1254"
"1","195","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""805374326""","1247","1247","1247","0","1247"
"1","196","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""-887480459""","1246","1246","1246","0","1246"
"1","197","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""977429227""","1249","1249","1249","0","1249"
"1","198","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""-564715661""","1245","1245","1245","0","1245"
"1","199","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""-197991785""","1248","1248","1248","0","1248"
"1","200","500","14","64","0.86","0.44","0","2500","50","1","1","11","0.1","365","3","""179241485""","1256","1256","1256","0","1256"
"1","201","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""-953187708""","1246","1246","1246","0","1246"
"1","202","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""-1851985428""","1246","1246","1246","0","1246"
"1","203","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""-1084785264""","1248","1248","1248","0","1248"
"1","204","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""1248280886""","1251","1251","1251","0","1251"
"1","205","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""892649112""","1254","1254","1254","0","1254"
"1","206","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""-1994776562""","1251","1251","1251","0","1251"
"1","207","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""280641678""","1247","1247","1247","0","1247"
"1","208","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""1610183382""","1254","1254","1254","0","1254"
"1","209","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""-625018064""","1252","1252","1252","0","1252"
"1","210","500","14","64","0.22","0.91","0.41000000000000003","2500","50","1","1","11","0.1","365","2","""404090481""","1258","1258","1258","0","1258"
"1","211","500","14","64","1","0.34","0.49","2500","50","1","1","11","0.1","365","0","""-2144742390""","1248","1248","1248","0","1248"
"1","212","500","14","64","1","0.34","0.49","2500","50","1","1","11","0.1","365","0","""-1727552314""","1247","1247","1247","0","1247"
"1","213","500","14","64","1","0.34","0.49","2500","50","1","1","11","0.1","365","0","""-161526965""","1250","1250","1250","0","1250"
"1","214","500","14","64","1","0.34","0.49","2500","50","1","1","11","0.1","365","0","""829501507""","1249","1249","1249","0","1249"
